filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
bpt6k684172q_2.jpg,4320988,{},4,1,"{""name"":""rect"",""x"":2363,""y"":303,""width"":180,""height"":231}",{}
bpt6k684172q_2.jpg,4320988,{},4,2,"{""name"":""rect"",""x"":1556,""y"":2080,""width"":399,""height"":564}",{}
bpt6k684172q_2.jpg,4320988,{},4,3,"{""name"":""rect"",""x"":145,""y"":2463,""width"":357,""height"":179}",{}
bpt6k6839315_3.jpg,4326761,{},2,0,"{""name"":""rect"",""x"":2956,""y"":2568,""width"":400,""height"":363}",{}
bpt6k6839315_3.jpg,4326761,{},2,1,"{""name"":""rect"",""x"":1319,""y"":2872,""width"":1161,""height"":807}",{}
bpt6k684205r_4.jpg,4551914,{},2,0,"{""name"":""rect"",""x"":70,""y"":700,""width"":1243,""height"":532}",{}
bpt6k684205r_4.jpg,4551914,{},2,1,"{""name"":""rect"",""x"":74,""y"":1744,""width"":391,""height"":504}",{}
bpt6k684093g_2.jpg,4204360,{},0,{},{},{}
bpt6k684212z_3.jpg,4397913,{},0,{},{},{}
bpt6k683920f_2.jpg,4362946,{},0,{},{},{}
bpt6k6840020_3.jpg,4432682,{},0,{},{},{}
bpt6k684039p_2.jpg,4388485,{},2,0,"{""name"":""rect"",""x"":1319,""y"":242,""width"":1185,""height"":797}",{}
bpt6k684039p_2.jpg,4388485,{},2,1,"{""name"":""rect"",""x"":892,""y"":2069,""width"":369,""height"":591}",{}
bpt6k684020x_3.jpg,4370563,{},1,0,"{""name"":""rect"",""x"":3194,""y"":2145,""width"":143,""height"":204}",{}
bpt6k683905n_2.jpg,4385371,{},0,{},{},{}
bpt6k6839527_3.jpg,4415692,{},2,0,"{""name"":""rect"",""x"":2995,""y"":3448,""width"":401,""height"":362}",{}
bpt6k6839527_3.jpg,4415692,{},2,1,"{""name"":""rect"",""x"":2605,""y"":4253,""width"":223,""height"":499}",{}
bpt6k683951v_2.jpg,4428290,{},1,0,"{""name"":""rect"",""x"":1328,""y"":52,""width"":837,""height"":1579}",{}
bpt6k683928g_3.jpg,3981454,{},0,{},{},{}
bpt6k6840088_4.jpg,3938489,{},3,0,"{""name"":""rect"",""x"":1331,""y"":405,""width"":397,""height"":577}",{}
bpt6k6840088_4.jpg,3938489,{},3,1,"{""name"":""rect"",""x"":2335,""y"":2359,""width"":575,""height"":514}",{}
bpt6k6840088_4.jpg,3938489,{},3,2,"{""name"":""rect"",""x"":3011,""y"":2358,""width"":388,""height"":512}",{}
bpt6k684160m_1.jpg,4321633,{},4,0,"{""name"":""rect"",""x"":1734,""y"":1198,""width"":1651,""height"":3225}",{}
bpt6k684160m_1.jpg,4321633,{},4,1,"{""name"":""rect"",""x"":109,""y"":2039,""width"":1177,""height"":828}",{}
bpt6k684160m_1.jpg,4321633,{},4,2,"{""name"":""rect"",""x"":503,""y"":3166,""width"":397,""height"":647}",{}
bpt6k684160m_1.jpg,4321633,{},4,3,"{""name"":""rect"",""x"":509,""y"":4052,""width"":1659,""height"":651}",{}
bpt6k683930s_2.jpg,4374731,{},3,0,"{""name"":""rect"",""x"":2526,""y"":169,""width"":433,""height"":645}",{}
bpt6k683930s_2.jpg,4374731,{},3,1,"{""name"":""rect"",""x"":1350,""y"":703,""width"":728,""height"":998}",{}
bpt6k683930s_2.jpg,4374731,{},3,2,"{""name"":""rect"",""x"":2154,""y"":2730,""width"":389,""height"":697}",{}
bpt6k6840868_1.jpg,4292492,{},0,{},{},{}
bpt6k684181p_4.jpg,4506427,{},2,0,"{""name"":""rect"",""x"":80,""y"":372,""width"":811,""height"":1104}",{}
bpt6k684181p_4.jpg,4506427,{},2,1,"{""name"":""rect"",""x"":1753,""y"":1065,""width"":389,""height"":712}",{}
bpt6k683955c_1.jpg,4252177,{},4,0,"{""name"":""rect"",""x"":101,""y"":1406,""width"":808,""height"":639}",{}
bpt6k683955c_1.jpg,4252177,{},4,1,"{""name"":""rect"",""x"":2599,""y"":1438,""width"":797,""height"":1461}",{}
bpt6k683955c_1.jpg,4252177,{},4,2,"{""name"":""rect"",""x"":1763,""y"":2067,""width"":410,""height"":859}",{}
bpt6k683955c_1.jpg,4252177,{},4,3,"{""name"":""rect"",""x"":538,""y"":3571,""width"":1190,""height"":923}",{}
bpt6k6841856_3.jpg,4343496,{},0,{},{},{}
bpt6k683908s_6.jpg,3576511,{},1,0,"{""name"":""rect"",""x"":510,""y"":565,""width"":787,""height"":578}",{}
bpt6k6842331_4.jpg,4419153,{},4,0,"{""name"":""rect"",""x"":97,""y"":711,""width"":806,""height"":520}",{}
bpt6k6842331_4.jpg,4419153,{},4,1,"{""name"":""rect"",""x"":2737,""y"":1116,""width"":374,""height"":388}",{}
bpt6k6842331_4.jpg,4419153,{},4,2,"{""name"":""rect"",""x"":3156,""y"":1234,""width"":241,""height"":286}",{}
bpt6k6842331_4.jpg,4419153,{},4,3,"{""name"":""rect"",""x"":2568,""y"":1392,""width"":203,""height"":197}",{}
bpt6k683990v_2.jpg,4328705,{},1,0,"{""name"":""rect"",""x"":503,""y"":1692,""width"":837,""height"":466}",{}
bpt6k684004r_6.jpg,4185746,{},0,{},{},{}
bpt6k684171b_2.jpg,4379579,{},1,0,"{""name"":""rect"",""x"":1325,""y"":146,""width"":809,""height"":809}",{}
bpt6k6841644_2.jpg,4276611,{},2,0,"{""name"":""rect"",""x"":892,""y"":272,""width"":432,""height"":776}",{}
bpt6k6841644_2.jpg,4276611,{},2,1,"{""name"":""rect"",""x"":2160,""y"":2620,""width"":388,""height"":173}",{}
bpt6k683950g_3.jpg,4428153,{},0,{},{},{}
bpt6k6841767_4.jpg,4491595,{},1,0,"{""name"":""rect"",""x"":1333,""y"":286,""width"":816,""height"":1602}",{}
bpt6k684211k_1.jpg,4306901,{},5,0,"{""name"":""rect"",""x"":1766,""y"":1140,""width"":1198,""height"":774}",{}
bpt6k684211k_1.jpg,4306901,{},5,1,"{""name"":""rect"",""x"":113,""y"":2094,""width"":781,""height"":1139}",{}
bpt6k684211k_1.jpg,4306901,{},5,2,"{""name"":""rect"",""x"":1765,""y"":2141,""width"":786,""height"":1169}",{}
bpt6k684211k_1.jpg,4306901,{},5,3,"{""name"":""rect"",""x"":1421,""y"":3457,""width"":311,""height"":505}",{}
bpt6k684211k_1.jpg,4306901,{},5,4,"{""name"":""rect"",""x"":2178,""y"":3631,""width"":1218,""height"":1102}",{}
bpt6k6839786_4.jpg,4340503,{},3,0,"{""name"":""rect"",""x"":965,""y"":917,""width"":233,""height"":151}",{}
bpt6k6839786_4.jpg,4340503,{},3,1,"{""name"":""rect"",""x"":89,""y"":1169,""width"":244,""height"":361}",{}
bpt6k6839786_4.jpg,4340503,{},3,2,"{""name"":""rect"",""x"":948,""y"":4127,""width"":199,""height"":225}",{}
bpt6k684149b_2.jpg,4172634,{},0,{},{},{}
bpt6k684012b_4.jpg,4423637,{},2,0,"{""name"":""rect"",""x"":1766,""y"":445,""width"":409,""height"":410}",{}
bpt6k684012b_4.jpg,4423637,{},2,1,"{""name"":""rect"",""x"":2184,""y"":2174,""width"":396,""height"":200}",{}
bpt6k683941h_3.jpg,4032722,{},0,{},{},{}
bpt6k684115s_2.jpg,4383023,{},0,{},{},{}
bpt6k684029b_3.jpg,4267723,{},1,0,"{""name"":""rect"",""x"":2633,""y"":3970,""width"":253,""height"":370}",{}
bpt6k6839697_5.jpg,4355758,{},2,0,"{""name"":""rect"",""x"":2569,""y"":1219,""width"":819,""height"":1183}",{}
bpt6k6839697_5.jpg,4355758,{},2,1,"{""name"":""rect"",""x"":1326,""y"":3820,""width"":402,""height"":949}",{}
bpt6k684098c_1.jpg,4118110,{},1,0,"{""name"":""rect"",""x"":2890,""y"":1936,""width"":444,""height"":728}",{}
bpt6k684055v_2.jpg,4309806,{},0,{},{},{}
bpt6k684214q_2.jpg,4444763,{},3,0,"{""name"":""rect"",""x"":89,""y"":184,""width"":831,""height"":1075}",{}
bpt6k684214q_2.jpg,4444763,{},3,1,"{""name"":""rect"",""x"":973,""y"":1481,""width"":186,""height"":307}",{}
bpt6k684214q_2.jpg,4444763,{},3,2,"{""name"":""rect"",""x"":1342,""y"":1548,""width"":805,""height"":1360}",{}
bpt6k683902h_3.jpg,4321450,{},0,{},{},{}
bpt6k684207h_4.jpg,4564448,{},2,0,"{""name"":""rect"",""x"":116,""y"":386,""width"":1234,""height"":815}",{}
bpt6k684207h_4.jpg,4564448,{},2,1,"{""name"":""rect"",""x"":227,""y"":3590,""width"":633,""height"":782}",{}
bpt6k6839875_4.jpg,4293417,{},3,0,"{""name"":""rect"",""x"":196,""y"":346,""width"":330,""height"":103}",{}
bpt6k6839875_4.jpg,4293417,{},3,1,"{""name"":""rect"",""x"":3103,""y"":1919,""width"":189,""height"":218}",{}
bpt6k6839875_4.jpg,4293417,{},3,2,"{""name"":""rect"",""x"":3018,""y"":3878,""width"":372,""height"":258}",{}
bpt6k6840177_1.jpg,4251454,{},4,0,"{""name"":""rect"",""x"":1755,""y"":1941,""width"":403,""height"":581}",{}
bpt6k6840177_1.jpg,4251454,{},4,1,"{""name"":""rect"",""x"":2602,""y"":2105,""width"":803,""height"":831}",{}
bpt6k6840177_1.jpg,4251454,{},4,2,"{""name"":""rect"",""x"":92,""y"":2647,""width"":388,""height"":917}",{}
bpt6k6840177_1.jpg,4251454,{},4,3,"{""name"":""rect"",""x"":1782,""y"":3500,""width"":1189,""height"":722}",{}
bpt6k684217v_3.jpg,4443611,{},0,{},{},{}
bpt6k683976f_1.jpg,4236005,{},3,0,"{""name"":""rect"",""x"":518,""y"":2822,""width"":814,""height"":717}",{}
bpt6k683976f_1.jpg,4236005,{},3,1,"{""name"":""rect"",""x"":516,""y"":3169,""width"":295,""height"":365}",{}
bpt6k683976f_1.jpg,4236005,{},3,2,"{""name"":""rect"",""x"":2605,""y"":3993,""width"":791,""height"":749}",{}
bpt6k683905n_4.jpg,4312661,{},1,0,"{""name"":""rect"",""x"":3080,""y"":3805,""width"":130,""height"":214}",{}
bpt6k683930s_3.jpg,4441102,{},1,0,"{""name"":""rect"",""x"":1342,""y"":3259,""width"":1173,""height"":797}",{}
bpt6k684187z_4.jpg,4411047,{},5,0,"{""name"":""rect"",""x"":1358,""y"":507,""width"":772,""height"":508}",{}
bpt6k684187z_4.jpg,4411047,{},5,1,"{""name"":""rect"",""x"":2577,""y"":682,""width"":818,""height"":567}",{}
bpt6k684187z_4.jpg,4411047,{},5,2,"{""name"":""rect"",""x"":102,""y"":873,""width"":413,""height"":587}",{}
bpt6k684187z_4.jpg,4411047,{},5,3,"{""name"":""rect"",""x"":1368,""y"":1159,""width"":768,""height"":443}",{}
bpt6k684187z_4.jpg,4411047,{},5,4,"{""name"":""rect"",""x"":1368,""y"":1771,""width"":771,""height"":490}",{}
bpt6k6839998_4.jpg,4342560,{},7,0,"{""name"":""rect"",""x"":115,""y"":536,""width"":800,""height"":607}",{}
bpt6k6839998_4.jpg,4342560,{},7,1,"{""name"":""rect"",""x"":2832,""y"":640,""width"":500,""height"":748}",{}
bpt6k6839998_4.jpg,4342560,{},7,2,"{""name"":""rect"",""x"":2827,""y"":1314,""width"":498,""height"":526}",{}
bpt6k6839998_4.jpg,4342560,{},7,3,"{""name"":""rect"",""x"":2311,""y"":1361,""width"":467,""height"":562}",{}
bpt6k6839998_4.jpg,4342560,{},7,4,"{""name"":""rect"",""x"":695,""y"":2205,""width"":234,""height"":257}",{}
bpt6k6839998_4.jpg,4342560,{},7,5,"{""name"":""rect"",""x"":3048,""y"":3810,""width"":396,""height"":346}",{}
bpt6k6839998_4.jpg,4342560,{},7,6,"{""name"":""rect"",""x"":2855,""y"":4007,""width"":148,""height"":208}",{}
bpt6k684232n_1.jpg,4429369,{},5,0,"{""name"":""rect"",""x"":480,""y"":560,""width"":1243,""height"":1676}",{}
bpt6k684232n_1.jpg,4429369,{},5,1,"{""name"":""rect"",""x"":2146,""y"":1324,""width"":1225,""height"":1379}",{}
bpt6k684232n_1.jpg,4429369,{},5,2,"{""name"":""rect"",""x"":1305,""y"":2590,""width"":835,""height"":661}",{}
bpt6k684232n_1.jpg,4429369,{},5,3,"{""name"":""rect"",""x"":2168,""y"":2856,""width"":1215,""height"":1776}",{}
bpt6k684232n_1.jpg,4429369,{},5,4,"{""name"":""rect"",""x"":91,""y"":2908,""width"":1246,""height"":1849}",{}
bpt6k683990v_4.jpg,4190330,{},0,{},{},{}
bpt6k684090b_2.jpg,4329507,{},0,{},{},{}
bpt6k6841678_3.jpg,4428078,{},1,0,"{""name"":""rect"",""x"":1313,""y"":2945,""width"":373,""height"":679}",{}
bpt6k684204c_4.jpg,4531122,{},3,0,"{""name"":""rect"",""x"":2173,""y"":153,""width"":407,""height"":1010}",{}
bpt6k684204c_4.jpg,4531122,{},3,1,"{""name"":""rect"",""x"":1773,""y"":1212,""width"":805,""height"":660}",{}
bpt6k684204c_4.jpg,4531122,{},3,2,"{""name"":""rect"",""x"":3041,""y"":3146,""width"":359,""height"":308}",{}
bpt6k684011z_4.jpg,4538236,{},0,{},{},{}
bpt6k6839917_2.jpg,4404439,{},0,{},{},{}
bpt6k6840266_1.jpg,4180459,{},4,0,"{""name"":""rect"",""x"":2150,""y"":1273,""width"":1169,""height"":1178}",{}
bpt6k6840266_1.jpg,4180459,{},4,1,"{""name"":""rect"",""x"":877,""y"":2314,""width"":815,""height"":860}",{}
bpt6k6840266_1.jpg,4180459,{},4,2,"{""name"":""rect"",""x"":1740,""y"":3708,""width"":1174,""height"":993}",{}
bpt6k6840266_1.jpg,4180459,{},4,3,"{""name"":""rect"",""x"":87,""y"":4092,""width"":1165,""height"":594}",{}
